geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US17031110501,"Census Tract 1105.01, Cook, IL",5087,620,3597,564,2483,401,271,374,0,17,705,268,57,83,0,17,81,68,0,17,81,68,1490,366,838,319,0,17,0,17,4,6,0,17,183,167,465,252,415,238,50,52
14000US17031110502,"Census Tract 1105.02, Cook, IL",3363,504,2712,453,2079,455,93,73,11,20,423,157,0,12,0,12,106,77,17,20,89,72,651,241,94,65,13,23,0,12,0,12,0,12,400,203,144,106,122,104,22,25
14000US17031120100,"Census Tract 1201, Cook, IL",4470,448,4079,484,3790,466,1,3,0,12,232,160,0,12,5,9,51,57,0,12,51,57,391,192,185,118,0,12,0,12,6,11,0,12,63,61,137,105,137,105,0,12
14000US17031120200,"Census Tract 1202, Cook, IL",4862,540,4488,556,3602,510,95,119,0,12,682,291,0,12,0,12,109,83,0,12,109,83,374,189,230,165,0,12,0,12,0,12,0,12,144,143,0,12,0,12,0,12
14000US17031120300,"Census Tract 1203, Cook, IL",7214,676,6470,581,5342,585,4,7,0,17,857,149,0,17,20,31,247,151,0,17,247,151,744,285,537,236,0,17,0,17,2,4,0,17,107,168,98,94,98,94,0,17
14000US17031120400,"Census Tract 1204, Cook, IL",3765,592,2923,511,2032,345,0,12,0,12,795,400,0,12,0,12,96,80,0,12,96,80,842,294,294,132,0,12,0,12,0,12,0,12,463,279,85,93,45,42,40,75
14000US17031130100,"Census Tract 1301, Cook, IL",4888,777,4434,748,2851,862,108,96,0,12,1239,257,0,12,136,210,100,107,0,12,100,107,454,283,433,281,0,12,0,12,11,19,0,12,10,17,0,12,0,12,0,12
14000US17031130200,"Census Tract 1302, Cook, IL",1497,300,1019,196,783,136,18,25,0,12,181,91,0,12,0,12,37,54,25,37,12,17,478,262,152,109,0,12,0,12,0,12,0,12,147,90,179,238,173,238,6,10
14000US17031130300,"Census Tract 1303, Cook, IL",5481,700,4287,625,1848,324,217,165,0,17,2021,634,0,17,0,17,201,122,29,49,172,99,1194,404,543,286,0,17,0,17,0,17,0,17,258,172,393,324,364,319,29,35
14000US17031140100,"Census Tract 1401, Cook, IL",3334,543,2128,481,1587,498,187,102,0,12,244,127,0,12,0,12,110,66,49,50,61,64,1206,465,234,187,0,12,0,12,0,12,0,12,598,366,374,269,371,268,3,6
14000US17031140200,"Census Tract 1402, Cook, IL",6669,998,3537,731,1951,494,388,260,2,6,1003,300,0,17,0,17,193,201,0,17,193,201,3132,725,857,502,3,7,0,17,0,17,0,17,1732,710,540,430,489,385,51,80
14000US17031140301,"Census Tract 1403.01, Cook, IL",2983,541,1055,290,282,110,33,30,0,12,725,277,0,12,0,12,15,14,0,12,15,14,1928,544,352,187,0,12,76,82,4,21,0,12,641,367,855,423,763,443,92,96
14000US17031140302,"Census Tract 1403.02, Cook, IL",3685,578,2452,381,1606,329,215,104,0,12,442,241,0,12,6,12,183,215,0,12,183,215,1233,477,192,120,0,12,43,50,13,26,0,12,642,430,343,250,317,241,26,41
14000US17031140400,"Census Tract 1404, Cook, IL",5765,929,4038,821,2642,607,98,133,0,17,1175,601,0,17,32,52,91,102,56,89,35,45,1727,492,624,321,0,17,83,131,0,17,0,17,778,487,242,157,242,157,0,17
14000US17031140500,"Census Tract 1405, Cook, IL",3466,535,2253,481,1356,311,118,102,0,12,406,215,0,12,0,12,373,292,210,272,163,140,1213,292,356,148,54,84,51,46,0,12,0,12,629,226,123,82,98,75,25,40
14000US17031140601,"Census Tract 1406.01, Cook, IL",2821,396,1675,327,893,160,312,205,0,12,441,232,0,12,0,12,29,42,0,12,29,42,1146,380,371,163,0,12,0,12,0,12,0,12,229,151,546,329,546,329,0,12
14000US17031140602,"Census Tract 1406.02, Cook, IL",4972,700,2089,410,1126,256,466,316,0,12,384,200,0,12,0,12,113,81,0,12,113,81,2883,747,1212,455,16,26,273,394,0,12,0,12,597,328,785,517,781,516,4,6
14000US17031140701,"Census Tract 1407.01, Cook, IL",3046,397,1409,276,604,143,163,71,5,7,612,286,0,12,0,12,25,25,0,12,25,25,1637,399,477,223,19,21,16,30,8,12,0,12,502,210,615,347,610,347,5,7
14000US17031140702,"Census Tract 1407.02, Cook, IL",5806,675,1928,382,1446,326,50,42,0,17,374,202,0,17,0,17,58,54,20,32,38,44,3878,686,1284,444,72,113,76,60,0,17,0,17,1376,473,1070,465,1048,465,22,34
14000US17031140800,"Census Tract 1408, Cook, IL",6100,1198,3890,933,3379,927,17,27,0,17,288,194,0,17,0,17,206,142,77,95,129,110,2210,834,802,456,24,32,0,17,0,17,0,17,832,611,552,548,552,548,0,17
14000US17031150200,"Census Tract 1502, Cook, IL",7556,1164,5381,1060,4266,992,105,79,11,104,663,257,0,17,0,17,336,284,18,27,318,279,2175,564,1041,401,0,17,33,40,22,40,0,17,944,538,135,146,122,139,13,26
14000US17031150300,"Census Tract 1503, Cook, IL",7373,814,5606,692,4741,672,89,87,0,17,432,247,0,17,46,76,298,213,34,54,264,207,1767,512,1085,492,24,38,0,17,0,17,0,17,212,238,446,292,446,292,0,17
14000US17031150401,"Census Tract 1504.01, Cook, IL",4925,700,3464,611,2771,350,42,62,0,12,519,464,0,12,0,12,132,103,55,82,77,61,1461,396,435,277,28,44,3,4,15,23,0,12,585,184,395,229,355,223,40,46
14000US17031150402,"Census Tract 1504.02, Cook, IL",3795,389,2357,277,2004,331,160,161,0,12,156,75,0,12,21,33,16,19,0,12,16,19,1438,314,591,340,0,12,22,33,24,38,0,12,524,391,277,247,252,240,25,23
14000US17031150501,"Census Tract 1505.01, Cook, IL",3803,486,2957,541,2209,365,14,20,0,12,394,250,0,12,210,319,130,134,0,12,130,134,846,287,389,225,24,38,10,16,81,103,0,12,218,144,124,100,92,95,32,36
14000US17031150502,"Census Tract 1505.02, Cook, IL",4222,484,2794,480,2209,457,100,149,0,12,449,239,0,12,21,30,15,24,0,12,15,24,1428,322,501,256,0,12,24,52,31,46,0,12,639,320,233,223,39,47,194,214
14000US17031150600,"Census Tract 1506, Cook, IL",4378,749,2508,491,2031,441,73,106,12,34,305,274,0,12,28,44,59,79,59,79,0,12,1870,566,623,224,0,12,27,48,19,31,0,12,874,444,327,276,318,276,9,14
14000US17031150700,"Census Tract 1507, Cook, IL",4375,810,2291,354,1827,274,111,103,0,12,256,181,0,12,21,28,76,113,0,12,76,113,2084,769,1034,358,0,12,0,12,0,12,9,16,458,289,583,618,583,618,0,12
14000US17031150800,"Census Tract 1508, Cook, IL",5152,924,2189,365,1780,297,114,164,0,17,33,29,0,17,134,212,128,108,63,95,65,48,2963,887,1073,486,15,25,84,104,0,17,0,17,1067,428,724,646,553,621,171,182
14000US17031151001,"Census Tract 1510.01, Cook, IL",2870,402,866,182,690,159,9,14,0,12,155,112,0,12,0,12,12,13,0,12,12,13,2004,402,716,245,0,12,106,107,5,8,0,12,1080,327,97,81,32,34,65,60
14000US17031151002,"Census Tract 1510.02, Cook, IL",5363,792,1380,236,1176,236,99,87,0,17,24,45,0,17,22,34,59,58,25,38,34,47,3983,829,1078,414,0,17,5,9,0,17,0,17,1938,494,962,692,917,689,45,41
14000US17031151100,"Census Tract 1511, Cook, IL",5683,728,2231,415,1824,428,36,35,0,17,325,188,0,17,0,17,46,40,0,17,46,40,3452,664,1487,433,23,36,10,16,33,33,0,17,1441,546,458,442,351,411,107,119
14000US17031151200,"Census Tract 1512, Cook, IL",3886,721,2201,537,1929,538,0,12,0,12,232,167,0,12,0,12,40,35,11,19,29,30,1685,585,638,344,12,19,229,316,0,12,0,12,690,256,116,72,47,44,69,57
14000US17031160100,"Census Tract 1601, Cook, IL",2847,433,2307,431,1724,410,0,12,14,21,469,217,0,12,0,12,100,76,6,9,94,76,540,218,172,146,0,12,6,11,0,12,0,12,235,163,127,126,120,125,7,10
14000US17031160200,"Census Tract 1602, Cook, IL",3325,382,2662,363,2101,370,81,107,0,12,365,212,0,12,0,12,115,108,0,12,115,108,663,212,487,215,6,15,0,12,0,12,0,12,155,121,15,20,15,20,0,12
14000US17031160300,"Census Tract 1603, Cook, IL",3475,506,2903,453,2053,405,136,98,0,12,515,205,0,12,9,15,190,128,72,69,118,95,572,203,276,163,9,14,0,12,0,12,0,12,178,111,109,75,101,73,8,13
14000US17031160400,"Census Tract 1604, Cook, IL",4790,610,3375,456,2637,378,118,78,0,12,380,249,0,12,0,12,240,131,42,65,198,107,1415,381,563,249,0,12,0,12,0,12,0,12,547,287,305,188,250,174,55,64
14000US17031160501,"Census Tract 1605.01, Cook, IL",3718,481,1859,330,965,270,410,216,0,12,433,237,0,12,26,42,25,31,0,12,25,31,1859,431,930,363,23,35,0,12,0,12,0,12,717,319,189,178,177,175,12,19
14000US17031160502,"Census Tract 1605.02, Cook, IL",3919,828,1558,255,1110,217,56,49,0,12,261,128,0,12,29,44,102,70,51,72,51,53,2361,850,1231,744,16,18,0,12,0,12,0,12,609,352,505,361,467,351,38,33
14000US17031160601,"Census Tract 1606.01, Cook, IL",3196,427,2175,377,1780,417,83,62,0,12,213,178,0,12,11,17,88,56,21,34,67,44,1021,256,329,161,14,21,6,11,0,12,0,12,403,187,269,187,237,181,32,47
14000US17031160602,"Census Tract 1606.02, Cook, IL",3743,508,2127,321,1601,271,84,76,0,12,226,105,35,51,51,58,130,71,9,14,121,70,1616,487,692,461,26,40,14,21,35,53,43,64,686,333,120,119,92,108,28,29
14000US17031160700,"Census Tract 1607, Cook, IL",6275,784,3485,516,2573,490,254,187,0,17,529,225,0,17,0,17,129,136,0,17,129,136,2790,655,1384,683,0,17,0,17,2,4,0,17,795,601,609,370,481,344,128,164
14000US17031160800,"Census Tract 1608, Cook, IL",5604,1082,2151,335,1625,297,24,32,0,17,272,167,0,17,0,17,230,185,95,153,135,97,3453,1143,1552,695,0,17,19,32,11,17,0,17,1149,475,722,850,631,853,91,152
14000US17031160900,"Census Tract 1609, Cook, IL",2512,329,1645,267,1286,227,81,57,0,12,178,130,0,12,0,12,100,93,42,63,58,68,867,307,387,274,20,32,0,12,0,12,0,12,230,128,230,192,230,192,0,12
14000US17031161000,"Census Tract 1610, Cook, IL",2098,344,1525,317,1356,311,43,44,0,12,93,69,0,12,14,16,19,23,0,12,19,23,573,287,247,175,0,12,0,12,0,12,0,12,272,211,54,53,49,52,5,8
14000US17031161100,"Census Tract 1611, Cook, IL",2171,229,1754,237,1446,236,156,100,0,12,65,43,0,12,0,12,87,45,10,12,77,43,417,158,155,75,69,73,0,12,0,12,0,12,47,37,146,87,58,47,88,70
14000US17031161200,"Census Tract 1612, Cook, IL",2945,415,1402,274,954,209,101,93,9,12,218,145,0,12,58,84,62,53,32,45,30,25,1543,399,833,365,34,38,8,13,0,12,0,12,416,192,252,134,220,125,32,36
14000US17031161300,"Census Tract 1613, Cook, IL",3662,623,1657,274,1416,263,73,55,9,15,77,53,16,29,0,12,66,56,24,36,42,42,2005,604,755,212,14,22,35,52,0,12,0,12,810,549,391,246,363,236,28,52
14000US17031170100,"Census Tract 1701, Cook, IL",2125,387,1921,377,1638,316,110,98,0,12,173,157,0,12,0,12,0,12,0,12,0,12,204,96,51,58,0,12,0,12,32,38,0,12,74,51,47,53,47,53,0,12
14000US17031170200,"Census Tract 1702, Cook, IL",3969,720,2112,294,1866,300,4,8,0,12,176,155,0,12,0,12,66,60,0,12,66,60,1857,729,699,220,0,12,12,17,0,12,0,12,839,692,307,217,208,134,99,144
14000US17031170300,"Census Tract 1703, Cook, IL",5225,666,3308,527,3072,541,1,3,0,17,195,146,0,17,22,24,18,25,0,17,18,25,1917,471,591,381,13,20,0,17,0,17,0,17,993,491,320,267,259,258,61,74
14000US17031170400,"Census Tract 1704, Cook, IL",4334,549,2835,424,2327,342,205,222,0,12,178,125,0,12,0,12,125,144,9,27,116,145,1499,397,718,237,0,12,83,143,0,12,0,12,669,396,29,47,29,47,0,12
14000US17031170500,"Census Tract 1705, Cook, IL",5309,784,4051,781,3455,769,63,57,0,17,399,312,0,17,36,66,98,90,54,60,44,47,1258,374,643,316,19,31,0,17,0,17,0,17,396,198,200,159,174,154,26,31
14000US17031170600,"Census Tract 1706, Cook, IL",2390,283,1851,215,1635,197,35,49,0,12,172,150,2,6,0,12,7,11,0,12,7,11,539,239,240,91,0,12,0,12,0,12,0,12,256,213,43,45,43,45,0,12
14000US17031170700,"Census Tract 1707, Cook, IL",3357,539,2352,396,2185,424,0,12,0,12,144,163,0,12,0,12,23,27,7,11,16,25,1005,576,496,171,0,12,0,12,0,12,0,12,37,38,472,552,433,550,39,34
14000US17031170800,"Census Tract 1708, Cook, IL",4086,532,2656,516,2256,467,65,46,0,12,335,298,0,12,0,12,0,12,0,12,0,12,1430,345,587,214,322,195,0,12,0,12,0,12,424,261,97,85,37,48,60,62
14000US17031170900,"Census Tract 1709, Cook, IL",2161,499,959,161,940,158,0,12,0,12,19,27,0,12,0,12,0,12,0,12,0,12,1202,539,482,337,0,12,0,12,0,12,0,12,294,222,426,459,400,457,26,37
14000US17031171000,"Census Tract 1710, Cook, IL",6807,854,4763,798,3818,663,456,434,0,17,277,227,0,17,38,80,174,166,0,17,174,166,2044,537,981,614,44,72,0,17,0,17,0,17,634,417,385,288,320,275,65,83
14000US17031171100,"Census Tract 1711, Cook, IL",4514,627,2279,447,1774,509,152,126,0,12,302,184,0,12,0,12,51,59,35,55,16,25,2235,524,1019,423,0,12,73,116,0,12,0,12,957,442,186,95,154,93,32,40
14000US17031180100,"Census Tract 1801, Cook, IL",6463,888,3416,835,3014,850,175,253,0,17,175,135,0,17,30,49,22,36,0,17,22,36,3047,525,1186,404,0,17,0,17,0,17,0,17,1519,514,342,232,156,149,186,178
14000US17031190100,"Census Tract 1901, Cook, IL",2353,470,373,119,239,96,54,44,0,12,50,65,0,12,0,12,30,44,0,12,30,44,1980,480,645,256,0,12,0,12,0,12,0,12,725,250,610,393,562,380,48,77
14000US17031190200,"Census Tract 1902, Cook, IL",6283,841,1383,568,747,451,351,361,0,17,210,100,0,17,0,17,75,67,0,17,75,67,4900,668,1365,401,82,109,17,27,0,17,0,17,2463,683,973,515,951,514,22,24
14000US17031190300,"Census Tract 1903, Cook, IL",5725,581,2212,350,1774,356,96,95,0,17,187,111,0,17,19,28,136,137,16,25,120,134,3513,594,2101,537,0,17,0,17,0,17,0,17,873,365,539,299,488,285,51,68
14000US17031190401,"Census Tract 1904.01, Cook, IL",4227,524,1505,396,1110,395,83,102,0,12,312,182,0,12,0,12,0,12,0,12,0,12,2722,491,837,358,43,66,0,12,29,44,0,12,1491,444,322,209,246,197,76,76
14000US17031190402,"Census Tract 1904.02, Cook, IL",5306,767,1770,333,1614,344,61,72,0,17,11,15,0,17,0,17,84,70,48,51,36,60,3536,742,1409,475,0,17,59,72,25,39,24,36,1212,452,807,691,715,678,92,145
14000US17031190601,"Census Tract 1906.01, Cook, IL",4616,617,746,259,638,247,108,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3870,637,1422,644,75,103,0,12,0,12,0,12,1780,632,593,385,483,359,110,172
14000US17031190602,"Census Tract 1906.02, Cook, IL",5551,1111,1317,542,1091,556,168,105,0,17,5,13,0,17,0,17,53,76,53,76,0,17,4234,842,1621,669,20,28,31,43,50,77,0,17,1775,653,737,422,715,420,22,37
14000US17031190701,"Census Tract 1907.01, Cook, IL",3066,719,838,572,693,565,48,56,0,12,42,49,0,12,0,12,55,44,0,12,55,44,2228,428,1046,305,0,12,0,12,0,12,0,12,989,419,193,112,126,131,67,71
14000US17031190702,"Census Tract 1907.02, Cook, IL",5127,677,711,268,510,198,201,209,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4416,682,1717,543,48,79,59,90,0,17,0,17,2339,729,253,221,253,221,0,17
14000US17031190800,"Census Tract 1908, Cook, IL",6533,872,886,218,468,155,152,134,9,14,81,79,0,17,74,119,102,63,30,35,72,57,5647,874,1983,589,55,86,193,221,0,17,0,17,2766,712,650,358,587,347,63,84
14000US17031190900,"Census Tract 1909, Cook, IL",2078,636,366,143,201,87,98,94,0,12,67,91,0,12,0,12,0,12,0,12,0,12,1712,652,1061,646,24,36,0,12,0,12,0,12,406,210,221,189,115,92,106,168
14000US17031191000,"Census Tract 1910, Cook, IL",2731,623,391,245,181,88,66,66,0,12,144,224,0,12,0,12,0,12,0,12,0,12,2340,604,1189,481,10,14,48,49,0,12,0,12,760,316,333,261,305,257,28,32
14000US17031191100,"Census Tract 1911, Cook, IL",6748,1318,1175,387,488,196,284,188,0,17,227,155,0,17,36,56,140,166,0,17,140,166,5573,1395,2606,745,0,17,0,17,0,17,0,17,1911,795,1056,1223,1056,1223,0,17
14000US17031191200,"Census Tract 1912, Cook, IL",4127,659,160,93,159,93,0,12,0,12,1,3,0,12,0,12,0,12,0,12,0,12,3967,674,1669,530,153,139,0,12,18,25,23,34,1405,429,699,528,651,517,48,61
14000US17031191301,"Census Tract 1913.01, Cook, IL",5405,785,945,505,267,140,109,57,0,17,444,404,0,17,0,17,125,107,0,17,125,107,4460,716,1664,503,52,84,41,65,0,17,0,17,1949,755,754,432,659,426,95,123
14000US17031191302,"Census Tract 1913.02, Cook, IL",4849,752,192,106,133,94,59,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4657,756,1881,602,200,245,11,33,39,66,0,12,1941,594,585,448,585,448,0,12
14000US17031200100,"Census Tract 2001, Cook, IL",3673,527,950,237,583,174,21,23,0,12,306,215,0,12,0,12,40,49,30,47,10,15,2723,485,1110,375,20,24,0,12,0,12,0,12,1094,443,499,319,384,310,115,128
14000US17031200200,"Census Tract 2002, Cook, IL",4248,841,898,209,552,187,199,138,0,12,125,125,13,22,0,12,9,16,0,12,9,16,3350,856,1284,320,6,12,10,17,0,12,0,12,1226,343,824,769,824,769,0,12
14000US17031200300,"Census Tract 2003, Cook, IL",1977,369,342,181,178,83,127,161,0,12,8,11,0,12,0,12,29,28,8,12,21,26,1635,364,855,273,89,133,0,12,0,12,0,12,497,262,194,161,194,161,0,12
14000US17031200401,"Census Tract 2004.01, Cook, IL",3269,478,498,245,279,161,159,197,0,12,0,12,0,12,9,14,51,35,24,34,27,37,2771,468,1297,303,8,13,62,66,0,12,0,12,1009,442,395,211,366,199,29,50
14000US17031200402,"Census Tract 2004.02, Cook, IL",5179,769,1238,626,819,579,159,182,6,9,187,204,0,17,0,17,67,66,13,19,54,64,3941,774,1657,639,7,11,27,48,0,17,0,17,1423,462,827,439,721,412,106,140
14000US17031210100,"Census Tract 2101, Cook, IL",4162,552,2587,495,2083,482,126,114,0,12,226,118,0,12,0,12,152,121,0,12,152,121,1575,282,531,240,0,12,0,12,0,12,0,12,816,268,228,156,219,155,9,14
14000US17031210400,"Census Tract 2104, Cook, IL",2325,556,671,127,525,114,52,36,0,12,55,35,0,12,14,19,25,29,23,29,2,5,1654,505,640,223,0,12,55,68,5,7,0,12,564,194,390,370,128,71,262,359
14000US17031210501,"Census Tract 2105.01, Cook, IL",2719,451,1317,302,872,271,64,49,0,12,231,154,0,12,0,12,150,135,0,12,150,135,1402,365,935,356,0,12,0,12,0,12,0,12,366,130,101,102,101,102,0,12
14000US17031210502,"Census Tract 2105.02, Cook, IL",4652,708,1908,397,1211,261,213,182,0,12,118,75,0,12,0,12,366,230,0,12,366,230,2744,662,808,295,18,28,0,12,0,12,0,12,813,362,1105,617,1090,614,15,23
14000US17031210601,"Census Tract 2106.01, Cook, IL",3026,572,1608,456,985,238,50,45,0,12,423,365,0,12,31,52,119,87,20,33,99,77,1418,504,454,236,0,12,34,57,0,12,0,12,673,377,257,184,257,184,0,12
14000US17031210602,"Census Tract 2106.02, Cook, IL",4128,720,1679,320,1216,293,24,26,0,12,239,105,0,12,102,107,98,65,39,56,59,48,2449,647,1135,487,7,11,49,78,11,18,0,12,670,259,577,404,564,405,13,21
14000US17031210700,"Census Tract 2107, Cook, IL",3795,700,1762,318,1562,271,38,56,31,46,78,74,11,17,0,12,42,43,0,12,42,43,2033,715,1066,324,59,73,0,12,0,12,0,12,335,183,573,574,511,568,62,93
14000US17031210800,"Census Tract 2108, Cook, IL",1150,231,548,174,493,163,9,11,0,12,0,12,0,12,0,12,46,37,9,13,37,35,602,190,198,127,0,12,0,12,0,12,0,12,384,206,20,25,20,25,0,12
14000US17031210900,"Census Tract 2109, Cook, IL",3157,467,2096,371,1535,344,176,120,0,12,168,115,0,12,0,12,217,112,20,30,197,108,1061,350,488,260,10,20,23,36,15,21,0,12,325,207,200,179,163,163,37,60
14000US17031220300,"Census Tract 2203, Cook, IL",2027,304,1513,303,1262,287,41,38,0,12,152,101,7,10,7,11,44,35,8,13,36,31,514,138,139,69,7,10,0,12,0,12,0,12,200,105,168,108,145,105,23,28
14000US17031220400,"Census Tract 2204, Cook, IL",2819,413,2274,342,1913,364,10,22,0,12,228,180,0,12,0,12,123,98,0,12,123,98,545,240,308,135,0,12,0,12,11,16,0,12,14,20,212,209,100,106,112,181
14000US17031220500,"Census Tract 2205, Cook, IL",2512,442,1776,337,1409,293,109,64,0,12,111,51,0,12,0,12,147,96,28,44,119,88,736,244,371,156,10,17,17,26,10,17,0,12,71,57,257,199,236,203,21,22
14000US17031220601,"Census Tract 2206.01, Cook, IL",1535,197,1057,155,853,151,78,70,0,12,35,26,0,12,0,12,91,49,15,24,76,42,478,156,273,136,26,30,19,29,0,12,0,12,42,43,118,66,111,66,7,13
14000US17031220602,"Census Tract 2206.02, Cook, IL",4534,686,3533,696,2664,578,475,450,0,12,284,167,0,12,0,12,110,107,0,12,110,107,1001,399,366,157,67,83,0,12,0,12,0,12,216,186,352,302,251,292,101,101
14000US17031220701,"Census Tract 2207.01, Cook, IL",3080,452,1137,260,952,233,89,90,0,12,42,41,0,12,0,12,54,71,35,52,19,29,1943,401,927,278,80,71,0,12,0,12,0,12,307,212,629,346,532,306,97,172
14000US17031220702,"Census Tract 2207.02, Cook, IL",4129,564,1835,391,1513,384,197,121,0,12,108,71,0,12,0,12,17,20,0,12,17,20,2294,484,1054,359,0,12,151,241,0,12,0,12,485,274,604,329,604,329,0,12
14000US17031220901,"Census Tract 2209.01, Cook, IL",2943,400,1027,281,577,140,388,251,0,12,19,32,0,12,0,12,43,44,0,12,43,44,1916,300,1172,311,38,57,0,12,11,16,0,12,351,217,344,224,344,224,0,12
14000US17031220902,"Census Tract 2209.02, Cook, IL",3139,525,947,387,787,379,58,46,0,12,60,47,0,12,0,12,42,27,0,12,42,27,2192,389,1155,298,10,17,78,75,0,12,0,12,739,310,210,148,173,141,37,33
14000US17031221000,"Census Tract 2210, Cook, IL",2570,454,1287,224,1039,204,161,93,0,12,39,29,0,12,10,12,38,25,9,15,29,20,1283,335,660,172,0,12,47,64,0,12,0,12,226,146,350,292,350,292,0,12
14000US17031221100,"Census Tract 2211, Cook, IL",4498,532,2876,409,2026,358,394,262,0,12,169,93,0,12,0,12,287,161,68,107,219,111,1622,353,891,295,58,70,0,12,0,12,0,12,424,213,249,221,249,221,0,12
14000US17031221200,"Census Tract 2212, Cook, IL",3074,467,2388,439,1717,316,363,317,0,12,125,61,0,12,0,12,183,170,16,27,167,167,686,179,354,110,0,12,19,33,6,11,0,12,88,79,219,123,148,92,71,62
14000US17031221300,"Census Tract 2213, Cook, IL",3021,405,1810,271,1377,230,121,102,0,12,167,82,0,12,18,27,127,72,22,35,105,72,1211,390,550,270,83,106,0,12,0,12,0,12,186,129,392,282,267,248,125,161
14000US17031221400,"Census Tract 2214, Cook, IL",3246,424,2400,403,1703,271,169,136,0,12,224,112,0,12,0,12,304,219,16,17,288,218,846,260,448,167,25,39,0,12,0,12,0,12,163,149,210,168,177,160,33,40
14000US17031221500,"Census Tract 2215, Cook, IL",2763,467,1969,481,1499,445,376,284,0,12,32,25,0,12,0,12,62,43,0,12,62,43,794,210,551,178,25,25,0,12,0,12,0,12,76,66,142,126,142,126,0,12
14000US17031221600,"Census Tract 2216, Cook, IL",3468,421,2831,347,2235,284,102,148,0,12,357,192,0,12,6,11,131,112,0,12,131,112,637,280,358,207,7,11,40,58,18,21,0,12,52,36,162,115,132,103,30,36
14000US17031222200,"Census Tract 2222, Cook, IL",2320,265,2199,255,1896,252,82,57,0,12,134,112,0,12,0,12,87,62,28,42,59,47,121,61,81,50,0,12,16,20,0,12,0,12,14,15,10,15,10,15,0,12
14000US17031222500,"Census Tract 2225, Cook, IL",1574,295,828,274,717,273,53,38,0,12,36,26,0,12,0,12,22,23,0,12,22,23,746,150,435,139,0,12,54,80,0,12,19,28,134,78,104,59,81,50,23,38
14000US17031222600,"Census Tract 2226, Cook, IL",1650,193,1063,159,814,123,101,48,5,8,83,53,0,12,0,12,60,40,0,12,60,40,587,186,272,132,0,12,0,12,0,12,0,12,156,109,159,91,85,59,74,63
14000US17031222700,"Census Tract 2227, Cook, IL",2357,418,1162,267,907,195,92,68,0,12,22,26,0,12,0,12,141,171,0,12,141,171,1195,428,499,206,0,12,0,12,6,8,17,24,161,109,512,382,407,370,105,152
14000US17031222800,"Census Tract 2228, Cook, IL",1000,263,384,134,268,96,106,81,0,12,3,4,0,12,0,12,7,14,0,12,7,14,616,294,207,124,9,12,0,12,0,12,0,12,64,77,336,245,332,246,4,5
14000US17031222900,"Census Tract 2229, Cook, IL",1052,231,391,97,284,66,99,75,0,12,0,12,0,12,0,12,8,12,0,12,8,12,661,235,306,150,54,72,0,12,0,12,0,12,37,36,264,189,229,182,35,36
14000US17031230100,"Census Tract 2301, Cook, IL",1743,268,951,266,585,145,184,116,0,12,68,49,0,12,0,12,114,136,8,12,106,142,792,191,454,202,47,50,0,12,0,12,0,12,207,101,84,71,80,71,4,6
14000US17031230200,"Census Tract 2302, Cook, IL",1979,359,926,280,709,232,164,135,0,12,49,38,0,12,0,12,4,7,0,12,4,7,1053,346,553,202,16,27,0,12,0,12,0,12,248,136,236,231,201,226,35,57
14000US17031230300,"Census Tract 2303, Cook, IL",825,262,188,94,101,46,87,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,637,247,273,155,0,12,6,9,0,12,0,12,123,117,235,198,235,198,0,12
14000US17031230400,"Census Tract 2304, Cook, IL",2281,433,525,182,375,130,14,23,0,12,48,62,0,12,33,50,55,53,0,12,55,53,1756,402,693,226,16,17,7,11,0,12,0,12,777,288,263,260,252,259,11,12
14000US17031230500,"Census Tract 2305, Cook, IL",3379,646,630,337,134,100,278,239,0,12,197,286,0,12,0,12,21,34,0,12,21,34,2749,590,1016,475,42,54,0,12,0,12,0,12,1296,509,395,324,234,226,161,249
14000US17031230600,"Census Tract 2306, Cook, IL",8743,1782,3061,1947,799,957,2262,1625,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5682,991,2184,766,15,24,0,17,0,17,0,17,2959,950,524,459,233,217,291,422
14000US17031230700,"Census Tract 2307, Cook, IL",5847,1402,1171,427,504,333,520,277,0,17,0,17,0,17,0,17,147,171,0,17,147,171,4676,1493,1417,1023,118,109,25,70,0,17,0,17,1800,659,1316,972,1281,974,35,66
14000US17031230800,"Census Tract 2308, Cook, IL",1084,243,205,99,115,73,59,67,0,12,0,12,0,12,0,12,31,35,11,17,20,31,879,236,494,156,0,12,23,26,0,12,0,12,151,97,211,168,202,168,9,12
