geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US17031030604,"Census Tract 306.04, Cook, IL",3234,287,2896,298,1644,241,694,232,0,12,413,225,0,12,22,34,123,80,40,59,83,54,338,150,221,142,0,12,0,12,0,12,0,12,39,42,78,58,78,58,0,12
14000US17031030701,"Census Tract 307.01, Cook, IL",1509,202,1362,199,701,124,504,160,0,12,136,64,0,12,0,12,21,23,0,12,21,23,147,64,66,37,7,12,0,12,20,21,0,12,54,58,0,12,0,12,0,12
14000US17031030702,"Census Tract 307.02, Cook, IL",2323,398,2063,379,1267,153,53,36,0,12,707,348,0,12,19,23,17,26,0,12,17,26,260,177,145,92,0,12,0,12,0,12,0,12,34,34,81,94,22,23,59,91
14000US17031030703,"Census Tract 307.03, Cook, IL",2995,367,2496,298,1756,267,443,163,0,12,179,80,0,12,0,12,118,79,0,12,118,79,499,226,124,72,80,96,0,12,0,12,0,12,80,71,215,194,215,194,0,12
14000US17031030706,"Census Tract 307.06, Cook, IL",2720,344,2624,344,1646,251,457,259,0,12,460,292,0,12,0,12,61,89,0,12,61,89,96,111,85,108,0,12,0,12,0,12,0,12,11,32,0,12,0,12,0,12
14000US17031030800,"Census Tract 308, Cook, IL",4164,502,3507,413,2937,336,159,150,0,12,282,181,0,12,32,38,97,87,0,12,97,87,657,371,437,343,41,68,0,12,0,12,0,12,114,144,65,58,47,53,18,23
14000US17031030900,"Census Tract 309, Cook, IL",3149,332,2757,328,2105,322,125,105,7,11,407,207,0,12,0,12,113,79,10,15,103,75,392,198,217,141,40,62,17,24,0,12,0,12,21,24,97,111,85,110,12,18
14000US17031031000,"Census Tract 310, Cook, IL",3830,523,2919,431,2531,409,60,50,0,12,206,110,0,12,60,97,62,51,0,12,62,51,911,332,510,206,0,12,0,12,0,12,0,12,117,70,284,255,162,178,122,188
14000US17031031100,"Census Tract 311, Cook, IL",4685,610,4135,542,3259,549,315,245,0,12,284,176,0,12,0,12,277,216,73,114,204,169,550,296,327,234,0,12,0,12,20,33,0,12,137,210,66,69,36,62,30,32
14000US17031031200,"Census Tract 312, Cook, IL",5878,681,4517,597,1537,308,1970,516,17,20,877,266,0,17,0,17,116,93,0,17,116,93,1361,527,619,467,67,93,0,17,12,19,0,17,484,313,179,153,164,149,15,22
14000US17031031300,"Census Tract 313, Cook, IL",7237,851,6427,836,3726,553,1092,362,7,12,1325,661,0,17,0,17,277,201,35,43,242,195,810,397,483,309,22,35,0,17,39,47,0,17,202,201,64,78,19,31,45,70
14000US17031031400,"Census Tract 314, Cook, IL",4934,540,4439,570,3514,574,219,108,0,12,519,225,0,12,0,12,187,121,39,45,148,110,495,229,342,207,0,12,0,12,0,12,0,12,26,35,127,102,53,53,74,90
14000US17031031501,"Census Tract 315.01, Cook, IL",4684,814,4030,801,1380,277,1699,796,0,12,827,240,0,12,12,18,112,60,21,25,91,54,654,278,221,123,16,24,10,16,0,12,0,12,353,239,54,51,31,47,23,26
14000US17031031502,"Census Tract 315.02, Cook, IL",4878,485,4141,471,1632,342,2145,410,0,12,97,76,0,12,0,12,267,264,0,12,267,264,737,307,257,175,31,87,0,12,12,24,0,12,251,193,186,167,98,139,88,107
14000US17031031700,"Census Tract 317, Cook, IL",6355,1142,5849,1051,4472,903,902,396,49,74,339,171,0,17,5,9,82,58,0,17,82,58,506,229,204,171,9,15,0,17,0,17,0,17,160,126,133,108,115,103,18,29
14000US17031031800,"Census Tract 318, Cook, IL",2014,218,1730,171,1139,146,92,59,0,12,264,122,0,12,0,12,235,106,60,54,175,83,284,119,120,46,0,12,1,2,0,12,0,12,114,106,49,48,43,43,6,8
14000US17031031900,"Census Tract 319, Cook, IL",2599,350,2453,352,1904,314,263,157,0,12,146,115,0,12,17,27,123,69,0,12,123,69,146,101,111,98,0,12,9,15,0,12,0,12,26,24,0,12,0,12,0,12
14000US17031032100,"Census Tract 321, Cook, IL",7944,1164,6374,1016,4546,968,556,303,0,17,1125,785,0,17,0,17,147,147,0,17,147,147,1570,814,1101,812,0,17,81,127,12,31,0,17,336,315,40,68,40,68,0,17
14000US17031040100,"Census Tract 401, Cook, IL",3982,416,3257,381,2662,328,327,216,0,12,111,56,0,12,0,12,157,97,0,12,157,97,725,243,292,189,44,46,0,12,0,12,0,12,286,204,103,96,92,95,11,18
14000US17031040201,"Census Tract 402.01, Cook, IL",6980,976,5592,923,4809,872,140,97,1,2,540,213,0,17,0,17,102,80,0,17,102,80,1388,467,471,207,9,15,0,17,0,17,0,17,573,434,335,272,216,233,119,144
14000US17031040202,"Census Tract 402.02, Cook, IL",7726,991,5428,908,2535,466,393,254,0,17,1638,488,0,17,72,86,790,823,0,17,790,823,2298,780,913,507,0,17,181,224,131,143,0,17,603,423,470,445,456,441,14,26
14000US17031040300,"Census Tract 403, Cook, IL",2988,449,2524,420,1421,320,216,234,0,12,855,308,0,12,18,28,14,18,8,13,6,11,464,271,230,175,0,12,0,12,0,12,0,12,201,206,33,53,1,9,32,53
14000US17031040401,"Census Tract 404.01, Cook, IL",3440,536,2696,527,2049,401,150,135,0,12,240,224,0,12,0,12,257,170,64,85,193,151,744,280,493,260,0,12,20,33,0,12,0,12,88,63,143,94,103,85,40,40
14000US17031040402,"Census Tract 404.02, Cook, IL",4621,524,4021,449,3521,418,60,57,0,12,261,142,0,12,15,26,164,101,0,12,164,101,600,222,235,130,15,22,0,12,0,12,0,12,168,191,182,137,78,82,104,128
14000US17031040600,"Census Tract 406, Cook, IL",2817,409,2397,354,2009,335,250,188,0,12,9,16,0,12,47,64,82,78,15,24,67,73,420,271,110,74,0,12,48,77,0,12,0,12,239,244,23,38,0,12,23,38
14000US17031040700,"Census Tract 407, Cook, IL",3667,413,3439,414,2728,408,130,84,0,12,387,205,0,12,78,108,116,93,0,12,116,93,228,96,125,67,0,12,0,12,0,12,0,12,68,67,35,33,23,27,12,13
14000US17031040800,"Census Tract 408, Cook, IL",1689,191,1449,190,1218,182,32,26,0,12,86,100,0,12,0,12,113,52,5,7,108,51,240,110,175,100,0,12,0,12,0,12,0,12,56,52,9,13,9,13,0,12
14000US17031040900,"Census Tract 409, Cook, IL",1816,263,1702,263,1577,254,11,15,0,12,59,52,0,12,0,12,55,56,0,12,55,56,114,90,84,85,0,12,0,12,0,12,0,12,10,19,20,30,0,12,20,30
14000US17031050100,"Census Tract 501, Cook, IL",2769,426,2620,429,2339,404,62,54,0,12,121,83,0,12,0,12,98,72,0,12,98,72,149,105,20,44,0,12,0,12,0,12,0,12,58,57,71,71,71,71,0,12
14000US17031050200,"Census Tract 502, Cook, IL",5915,765,5081,571,4269,488,62,81,0,17,310,184,44,72,67,90,329,294,0,17,329,294,834,467,412,220,0,17,0,17,0,17,0,17,18,28,404,453,333,439,71,114
14000US17031050300,"Census Tract 503, Cook, IL",2755,446,2266,383,1568,262,16,19,0,12,468,248,0,12,0,12,214,186,0,12,214,186,489,220,212,100,0,12,0,12,0,12,0,12,111,97,166,159,117,95,49,78
14000US17031050500,"Census Tract 505, Cook, IL",5587,786,5252,747,4516,625,2,5,0,17,437,384,0,17,0,17,297,186,27,36,270,183,335,258,158,107,0,17,0,17,0,17,0,17,161,238,16,24,0,17,16,24
14000US17031050600,"Census Tract 506, Cook, IL",2188,272,2026,267,1867,266,12,22,0,12,92,57,0,12,0,12,55,52,0,12,55,52,162,109,72,58,0,12,0,12,0,12,0,12,63,86,27,33,6,10,21,31
14000US17031050700,"Census Tract 507, Cook, IL",1501,231,1333,220,1287,222,0,12,0,12,19,13,0,12,0,12,27,31,0,12,27,31,168,141,37,40,0,12,0,12,13,20,0,12,13,15,105,133,105,133,0,12
14000US17031050800,"Census Tract 508, Cook, IL",1439,348,1140,122,936,136,59,58,2,3,77,47,0,12,0,12,66,68,9,12,57,69,299,303,51,58,0,12,0,12,0,12,0,12,48,48,200,294,0,12,200,294
14000US17031050900,"Census Tract 509, Cook, IL",1532,254,1322,239,1170,227,24,28,0,12,49,42,0,12,10,15,69,47,30,36,39,32,210,142,99,100,13,14,0,12,0,12,0,12,78,93,20,29,20,29,0,12
14000US17031051000,"Census Tract 510, Cook, IL",1746,198,1478,213,1278,172,44,47,0,12,97,84,0,12,2,5,57,51,0,12,57,51,268,92,184,86,3,4,0,12,0,12,0,12,32,33,49,43,35,37,14,19
14000US17031051100,"Census Tract 511, Cook, IL",1939,281,1643,229,1402,243,22,32,0,12,74,74,0,12,37,39,108,73,21,32,87,68,296,186,112,86,0,12,0,12,0,12,0,12,0,12,184,168,184,168,0,12
14000US17031051200,"Census Tract 512, Cook, IL",1564,220,1442,210,1221,227,43,25,11,16,60,37,0,12,15,25,92,55,29,42,63,40,122,65,82,53,0,12,0,12,0,12,0,12,6,8,34,29,34,29,0,12
14000US17031051300,"Census Tract 513, Cook, IL",3249,443,2754,350,2266,319,245,203,0,12,28,34,0,12,93,146,122,81,0,12,122,81,495,340,404,315,0,12,0,12,0,12,0,12,29,43,62,99,62,99,0,12
14000US17031051400,"Census Tract 514, Cook, IL",2428,362,2170,358,1635,369,164,112,0,12,308,181,0,12,0,12,63,41,0,12,63,41,258,114,121,56,8,13,2,3,0,12,21,29,87,73,19,20,19,20,0,12
14000US17031060100,"Census Tract 601, Cook, IL",3211,495,2991,435,2384,376,123,101,0,12,271,244,0,12,0,12,213,105,0,12,213,105,220,169,210,169,0,12,0,12,0,12,0,12,0,12,10,15,0,12,10,15
14000US17031060200,"Census Tract 602, Cook, IL",2188,303,1895,253,1704,258,46,39,0,12,58,45,0,12,0,12,87,56,15,18,72,54,293,193,91,64,0,12,0,12,0,12,0,12,202,181,0,12,0,12,0,12
14000US17031060300,"Census Tract 603, Cook, IL",2902,459,2426,423,2106,451,52,64,0,12,215,127,0,12,0,12,53,51,0,12,53,51,476,285,165,111,0,12,0,12,0,12,0,12,58,64,253,246,253,246,0,12
14000US17031060400,"Census Tract 604, Cook, IL",3804,458,3412,391,3163,373,16,25,0,12,203,132,0,12,0,12,30,28,0,12,30,28,392,216,235,193,0,12,0,12,31,49,0,12,94,87,32,31,32,31,0,12
14000US17031060500,"Census Tract 605, Cook, IL",1241,183,1122,175,867,169,31,32,0,12,206,88,0,12,0,12,18,21,12,17,6,11,119,80,45,28,0,12,0,12,3,5,0,12,17,19,54,59,49,59,5,7
14000US17031060800,"Census Tract 608, Cook, IL",5203,592,4678,557,3584,509,227,137,0,17,637,288,0,17,43,52,187,116,19,29,168,114,525,234,214,141,0,17,0,17,0,17,0,17,119,110,192,148,107,96,85,80
14000US17031060900,"Census Tract 609, Cook, IL",7223,906,6668,921,5673,922,193,186,0,17,491,284,0,17,0,17,311,101,256,159,55,90,555,263,327,195,0,17,79,127,25,42,0,17,6,10,118,103,53,67,65,77
14000US17031061000,"Census Tract 610, Cook, IL",2283,342,2047,344,1544,213,36,23,0,12,425,314,0,12,0,12,42,42,0,12,42,42,236,112,181,101,0,12,0,12,0,12,0,12,55,55,0,12,0,12,0,12
14000US17031061100,"Census Tract 611, Cook, IL",1399,252,1211,205,1106,198,51,34,0,12,28,41,0,12,0,12,26,30,26,30,0,12,188,118,34,28,6,9,0,12,0,12,0,12,23,34,125,111,27,21,98,107
14000US17031061200,"Census Tract 612, Cook, IL",2095,283,1781,251,1603,232,34,29,0,12,67,58,0,12,6,10,71,42,0,12,71,42,314,170,250,161,0,12,0,12,0,12,0,12,52,52,12,18,12,18,0,12
14000US17031061500,"Census Tract 615, Cook, IL",2050,279,1908,281,1636,208,81,92,0,12,66,37,0,12,0,12,125,100,54,57,71,57,142,65,75,56,0,12,6,9,0,12,0,12,27,26,34,23,34,23,0,12
14000US17031061800,"Census Tract 618, Cook, IL",1305,186,1117,182,886,134,24,19,0,12,172,118,0,12,0,12,35,26,0,12,35,26,188,67,122,55,0,12,0,12,0,12,0,12,34,24,32,35,32,35,0,12
14000US17031061901,"Census Tract 619.01, Cook, IL",3348,432,2843,368,2232,342,283,260,0,12,211,115,0,12,29,54,88,91,0,12,88,91,505,249,145,112,0,12,14,26,52,82,0,12,51,59,243,218,177,203,66,61
14000US17031061902,"Census Tract 619.02, Cook, IL",4988,801,4709,801,3804,738,323,274,14,23,501,270,0,12,0,12,67,60,0,12,67,60,279,165,171,146,10,17,0,12,0,12,0,12,50,85,48,57,48,57,0,12
14000US17031062000,"Census Tract 620, Cook, IL",3181,455,2959,437,2521,465,115,70,0,12,109,67,0,12,0,12,214,117,4,7,210,115,222,129,105,73,0,12,0,12,0,12,0,12,35,49,82,95,82,95,0,12
14000US17031062100,"Census Tract 621, Cook, IL",3521,531,3280,495,2823,472,121,87,0,12,275,140,0,12,0,12,61,46,13,20,48,42,241,130,166,105,0,12,0,12,19,33,0,12,56,63,0,12,0,12,0,12
14000US17031062200,"Census Tract 622, Cook, IL",3145,654,2648,643,2350,642,41,36,0,12,179,94,0,12,0,12,78,60,0,12,78,60,497,284,344,270,0,12,0,12,16,22,0,12,65,58,72,61,58,57,14,22
14000US17031062300,"Census Tract 623, Cook, IL",1639,252,1535,250,1284,249,33,23,0,12,109,57,0,12,0,12,109,46,12,17,97,45,104,70,53,49,0,12,0,12,0,12,0,12,5,9,46,44,39,43,7,11
14000US17031062400,"Census Tract 624, Cook, IL",1622,205,1545,205,1398,207,79,57,0,12,10,12,0,12,0,12,58,40,17,26,41,28,77,50,34,28,0,12,0,12,0,12,0,12,15,39,28,23,28,23,0,12
14000US17031062500,"Census Tract 625, Cook, IL",1557,227,1375,242,1146,235,45,51,0,12,168,104,11,16,0,12,5,8,0,12,5,8,182,102,178,103,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12
14000US17031062600,"Census Tract 626, Cook, IL",2474,359,2205,352,1768,373,17,18,0,12,287,134,13,21,0,12,120,73,32,29,88,66,269,120,170,94,0,12,0,12,0,12,0,12,65,90,34,36,34,36,0,12
14000US17031062700,"Census Tract 627, Cook, IL",3066,355,2817,363,2466,322,38,40,22,37,147,96,0,12,39,49,105,81,0,12,105,81,249,169,151,150,0,12,0,12,0,12,0,12,37,38,61,63,61,63,0,12
14000US17031062800,"Census Tract 628, Cook, IL",3613,496,3386,494,3051,494,55,48,0,12,134,77,9,16,0,12,137,83,31,40,106,72,227,114,111,78,0,12,0,12,29,33,0,12,11,18,76,69,61,70,15,20
14000US17031062900,"Census Tract 629, Cook, IL",3956,421,3593,447,2855,370,166,144,0,12,249,116,0,12,208,202,115,77,28,42,87,61,363,193,119,75,0,12,0,12,14,20,0,12,189,158,41,53,41,53,0,12
14000US17031063000,"Census Tract 630, Cook, IL",3315,454,3095,471,2469,463,156,89,0,12,243,99,62,101,0,12,165,69,0,12,165,69,220,99,79,51,8,14,0,12,0,12,10,18,58,50,65,56,29,36,36,39
14000US17031063100,"Census Tract 631, Cook, IL",2343,263,2255,257,1989,285,0,12,0,12,118,78,0,12,16,25,132,74,9,14,123,72,88,59,61,49,0,12,0,12,0,12,0,12,0,12,27,32,27,32,0,12
14000US17031063200,"Census Tract 632, Cook, IL",6387,747,5882,776,5026,786,365,216,0,17,316,167,0,17,0,17,175,200,84,123,91,147,505,401,474,397,0,17,0,17,0,17,0,17,31,48,0,17,0,17,0,17
14000US17031063301,"Census Tract 633.01, Cook, IL",3008,436,2639,335,2042,297,298,185,0,12,206,103,0,12,0,12,93,77,12,19,81,75,369,202,166,120,0,12,0,12,0,12,0,12,58,46,145,164,139,164,6,11
14000US17031063302,"Census Tract 633.02, Cook, IL",4010,517,3805,541,3293,511,104,110,0,12,298,155,0,12,0,12,110,88,14,22,96,85,205,126,171,119,17,28,0,12,0,12,0,12,17,27,0,12,0,12,0,12
14000US17031063303,"Census Tract 633.03, Cook, IL",1180,112,1148,121,949,119,0,12,0,12,194,85,0,12,0,12,5,7,0,12,5,7,32,34,32,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US17031063400,"Census Tract 634, Cook, IL",2737,413,2552,420,2135,365,88,78,0,12,243,115,0,12,0,12,86,81,0,12,86,81,185,116,118,93,0,12,0,12,0,12,0,12,11,18,56,61,56,61,0,12
14000US17031070101,"Census Tract 701.01, Cook, IL",4054,658,3742,683,3309,684,78,84,14,23,172,106,0,12,0,12,169,178,0,12,169,178,312,199,121,82,0,12,0,12,17,27,0,12,174,179,0,12,0,12,0,12
14000US17031070102,"Census Tract 701.02, Cook, IL",3359,553,3090,538,2636,514,168,113,0,12,138,67,0,12,0,12,148,157,97,152,51,38,269,120,120,73,77,116,0,12,0,12,0,12,52,68,20,29,20,29,0,12
14000US17031070103,"Census Tract 701.03, Cook, IL",1408,146,1316,158,1089,129,86,79,0,12,104,67,0,12,12,19,25,23,0,12,25,23,92,73,76,69,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12
14000US17031070200,"Census Tract 702, Cook, IL",4092,663,3754,627,3134,523,143,101,0,12,335,199,2,5,0,12,140,124,0,12,140,124,338,148,144,89,0,12,0,12,0,12,0,12,161,124,33,38,17,27,16,25
14000US17031070300,"Census Tract 703, Cook, IL",3558,658,3409,665,3054,665,26,33,0,12,160,90,0,12,0,12,169,105,39,59,130,87,149,91,133,89,0,12,0,12,0,12,0,12,16,19,0,12,0,12,0,12
14000US17031070400,"Census Tract 704, Cook, IL",3420,439,3308,458,2826,447,77,66,0,12,305,168,0,12,0,12,100,61,0,12,100,61,112,77,76,61,0,12,0,12,0,12,0,12,36,49,0,12,0,12,0,12
14000US17031070500,"Census Tract 705, Cook, IL",3264,380,3099,354,2670,330,195,134,0,12,125,112,0,12,0,12,109,75,9,14,100,74,165,98,93,70,0,12,0,12,0,12,0,12,7,15,65,78,65,78,0,12
14000US17031070600,"Census Tract 706, Cook, IL",3235,744,3060,746,2801,745,10,15,0,12,210,127,0,12,0,12,39,37,5,9,34,36,175,123,52,71,0,12,0,12,0,12,0,12,80,57,43,66,43,66,0,12
14000US17031070700,"Census Tract 707, Cook, IL",3834,569,3306,548,2342,355,365,314,0,12,492,340,0,12,0,12,107,66,10,16,97,59,528,200,253,113,0,12,6,10,0,12,0,12,53,47,216,146,216,146,0,12
14000US17031071000,"Census Tract 710, Cook, IL",4918,877,4601,774,3877,738,303,107,0,12,328,142,0,12,7,12,86,50,0,12,86,50,317,172,193,113,8,17,7,18,0,12,0,12,50,48,59,84,14,20,45,81
14000US17031071100,"Census Tract 711, Cook, IL",3425,555,3071,577,2498,558,31,29,0,12,403,253,0,12,0,12,139,92,6,14,133,93,354,135,196,100,0,12,0,12,0,12,0,12,67,46,91,83,91,83,0,12
14000US17031071200,"Census Tract 712, Cook, IL",2217,360,2019,321,1649,344,133,106,0,12,175,150,0,12,0,12,62,51,27,44,35,32,198,128,50,64,0,12,0,12,0,12,0,12,77,86,71,69,71,69,0,12
14000US17031071300,"Census Tract 713, Cook, IL",3996,526,3854,517,3192,545,29,42,0,12,464,219,0,12,32,40,137,98,28,44,109,92,142,129,115,123,0,12,0,12,0,12,0,12,26,44,1,5,1,5,0,12
14000US17031071400,"Census Tract 714, Cook, IL",4799,726,4600,714,3988,651,188,129,0,12,289,150,0,12,0,12,135,103,7,14,128,103,199,123,92,68,9,20,0,12,0,12,0,12,98,102,0,12,0,12,0,12
14000US17031071500,"Census Tract 715, Cook, IL",6110,671,5903,666,5238,618,135,88,0,17,424,262,0,17,106,137,0,17,0,17,0,17,207,188,34,38,0,17,0,17,0,17,0,17,173,188,0,17,0,17,0,17
14000US17031071600,"Census Tract 716, Cook, IL",1969,324,1887,322,1526,352,124,64,0,12,196,107,0,12,0,12,41,33,4,7,37,31,82,54,53,52,7,10,0,12,0,12,0,12,18,27,4,7,4,7,0,12
14000US17031071700,"Census Tract 717, Cook, IL",1628,257,1572,260,1194,200,167,132,0,12,179,154,0,12,0,12,32,30,7,12,25,28,56,52,55,51,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12
14000US17031071800,"Census Tract 718, Cook, IL",2752,427,2538,451,2028,385,248,129,0,12,257,213,0,12,0,12,5,10,0,12,5,10,214,137,145,119,17,28,0,12,0,12,0,12,10,16,42,63,42,63,0,12
14000US17031080100,"Census Tract 801, Cook, IL",6886,853,6691,858,5828,792,41,49,0,17,561,329,0,17,0,17,261,175,68,77,193,191,195,160,195,160,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US17031080201,"Census Tract 802.01, Cook, IL",3199,501,3101,458,2714,467,65,104,0,12,202,210,0,12,21,30,99,92,78,86,21,34,98,121,50,49,0,12,0,12,0,12,0,12,0,12,48,78,48,78,0,12
14000US17031080202,"Census Tract 802.02, Cook, IL",3758,501,3376,446,3120,427,76,65,0,12,163,133,0,12,0,12,17,28,0,12,17,28,382,269,218,197,0,12,0,12,0,12,0,12,36,56,128,145,128,145,0,12
14000US17031080300,"Census Tract 803, Cook, IL",5018,665,4906,649,3962,596,33,38,90,125,772,375,0,17,34,36,15,25,0,17,15,25,112,77,42,46,0,17,0,17,0,17,0,17,54,49,16,27,16,27,0,17
14000US17031080400,"Census Tract 804, Cook, IL",4699,968,4485,1004,1501,459,2270,490,0,12,330,360,0,12,0,12,384,308,222,295,162,121,214,163,171,150,21,38,0,12,0,12,0,12,22,36,0,12,0,12,0,12
14000US17031081000,"Census Tract 810, Cook, IL",8485,888,7835,874,5604,847,952,276,0,17,1010,351,0,17,0,17,269,38,16,25,253,44,650,283,348,229,80,108,0,17,0,17,0,17,137,115,85,81,79,80,6,13
14000US17031081100,"Census Tract 811, Cook, IL",4453,532,4202,518,3293,433,340,207,0,12,311,176,0,12,49,78,209,164,0,12,209,164,251,183,190,170,26,42,0,12,0,12,0,12,13,19,22,36,22,36,0,12
14000US17031081201,"Census Tract 812.01, Cook, IL",4684,676,4388,654,3698,576,129,107,18,28,501,241,0,12,20,31,22,29,0,12,22,29,296,162,138,111,0,12,0,12,0,12,0,12,13,19,145,105,145,105,0,12
14000US17031081202,"Census Tract 812.02, Cook, IL",3275,507,3158,517,2726,453,110,84,0,12,104,72,0,12,35,42,183,184,0,12,183,184,117,87,42,38,0,12,0,12,0,12,0,12,39,46,36,45,36,45,0,12
14000US17031081300,"Census Tract 813, Cook, IL",5860,787,5541,769,4395,710,306,310,0,17,707,316,0,17,0,17,133,108,0,17,133,108,319,206,96,96,0,17,0,17,0,17,0,17,223,185,0,17,0,17,0,17
14000US17031081401,"Census Tract 814.01, Cook, IL",2247,304,2056,289,1653,224,53,50,0,12,277,185,0,12,0,12,73,41,0,12,73,41,191,151,36,25,0,12,0,12,0,12,0,12,11,20,144,148,144,148,0,12
14000US17031081402,"Census Tract 814.02, Cook, IL",5613,713,5020,698,3224,506,276,198,17,28,1352,524,0,17,0,17,151,137,23,39,128,131,593,311,252,162,0,17,0,17,0,17,0,17,102,172,239,192,239,192,0,17
14000US17031081403,"Census Tract 814.03, Cook, IL",8984,1001,8484,989,5272,658,174,138,0,17,2757,782,0,17,34,74,247,175,33,53,214,167,500,299,270,213,0,17,0,17,0,17,0,17,194,166,36,61,36,61,0,17
14000US17031081500,"Census Tract 815, Cook, IL",4766,671,4404,710,2724,528,103,107,0,12,1577,631,0,12,0,12,0,12,0,12,0,12,362,223,147,114,0,12,1,2,96,138,0,12,60,95,58,66,57,63,1,22
14000US17031081600,"Census Tract 816, Cook, IL",3659,579,3492,571,2766,510,82,96,47,76,465,166,0,12,27,46,105,63,0,12,105,63,167,92,60,57,15,24,0,12,0,12,0,12,35,39,57,64,57,64,0,12
14000US17031081700,"Census Tract 817, Cook, IL",4677,499,4232,473,3194,452,197,87,0,12,682,242,0,12,33,50,126,89,37,45,89,70,445,255,145,105,0,12,0,12,0,12,0,12,70,109,230,206,213,194,17,27
14000US17031081800,"Census Tract 818, Cook, IL",11295,1080,10386,1056,8316,951,217,184,0,19,1270,447,0,19,0,19,583,328,0,19,583,328,909,489,199,122,0,19,0,19,0,19,0,19,518,454,192,208,192,208,0,19
14000US17031081900,"Census Tract 819, Cook, IL",1197,230,1140,238,766,216,305,98,0,12,55,35,0,12,0,12,14,14,0,12,14,14,57,44,33,34,0,12,0,12,0,12,0,12,24,28,0,12,0,12,0,12
14000US17031090100,"Census Tract 901, Cook, IL",3492,491,2916,478,2582,492,36,43,0,12,159,106,0,12,9,15,130,104,0,12,130,104,576,256,498,248,0,12,0,12,0,12,0,12,78,72,0,12,0,12,0,12
14000US17031090200,"Census Tract 902, Cook, IL",6540,708,5888,716,5510,639,40,43,0,17,77,79,0,17,31,49,230,196,0,17,230,196,652,218,447,155,0,17,0,17,0,17,0,17,45,73,160,175,154,175,6,11
14000US17031090300,"Census Tract 903, Cook, IL",1462,206,1252,170,1197,173,0,12,0,12,0,12,0,12,6,9,49,38,8,12,41,36,210,144,53,48,0,12,0,12,0,12,0,12,157,141,0,12,0,12,0,12
14000US17031100100,"Census Tract 1001, Cook, IL",5831,940,4770,842,4494,850,0,17,0,17,110,110,0,17,0,17,166,203,87,102,79,105,1061,602,638,485,0,17,15,24,0,17,0,17,257,328,151,142,151,142,0,17
14000US17031100200,"Census Tract 1002, Cook, IL",7309,1002,5541,855,4810,869,178,231,23,33,397,280,0,17,50,79,83,93,0,17,83,93,1768,888,485,234,55,87,0,17,0,17,0,17,287,218,941,856,941,856,0,17
14000US17031100300,"Census Tract 1003, Cook, IL",6393,564,5724,585,5141,673,48,37,10,20,236,266,0,17,208,227,81,69,32,42,49,56,669,243,529,270,39,57,0,17,0,17,0,17,101,105,0,17,0,17,0,17
14000US17031100400,"Census Tract 1004, Cook, IL",3476,500,3086,554,2724,328,3,3,0,12,321,438,0,12,0,12,38,41,0,12,38,41,390,152,123,121,0,12,18,26,0,12,0,12,167,137,82,87,66,92,16,23
14000US17031100500,"Census Tract 1005, Cook, IL",5629,620,5072,610,4371,580,1,7,0,17,287,199,0,17,45,56,368,223,0,17,368,223,557,180,230,121,0,17,0,17,0,17,0,17,133,128,194,139,163,151,31,55
14000US17031100600,"Census Tract 1006, Cook, IL",5093,609,3489,368,2969,407,42,63,13,21,365,193,0,17,0,17,100,72,11,18,89,68,1604,575,702,321,0,17,47,73,0,17,0,17,228,156,627,506,538,493,89,138
14000US17031100700,"Census Tract 1007, Cook, IL",5504,689,4650,630,3931,711,63,103,0,17,632,474,0,17,0,17,24,23,0,17,24,23,854,190,597,203,0,17,11,17,0,17,0,17,29,34,217,163,217,163,0,17
14000US17031110100,"Census Tract 1101, Cook, IL",5777,821,4478,780,3238,363,32,36,0,17,998,596,0,17,0,17,210,266,46,78,164,254,1299,507,922,471,15,23,0,17,0,17,0,17,158,111,204,172,204,172,0,17
14000US17031110200,"Census Tract 1102, Cook, IL",2857,596,2150,392,1815,273,214,232,0,12,121,99,0,12,0,12,0,12,0,12,0,12,707,317,428,341,0,12,0,12,0,12,0,12,114,93,165,112,165,112,0,12
14000US17031110300,"Census Tract 1103, Cook, IL",5537,753,3995,374,3201,360,13,19,0,17,652,168,0,17,0,17,129,120,10,16,119,118,1542,722,586,218,0,17,22,35,0,17,0,17,738,695,196,159,173,157,23,33
14000US17031110400,"Census Tract 1104, Cook, IL",4551,565,3466,558,2734,431,72,58,0,12,359,213,0,12,0,12,301,251,8,13,293,251,1085,250,366,160,38,60,10,15,10,16,0,12,469,240,192,108,171,104,21,23
